만나이,지역거주기간,향후거주의향,정주의식,거주지소속감,거주지만족도,월평균가구소득,부채유무,삶의만족도,year
66,35.0,2.0,3,3,2.0,6.0,1.0,2,2019
67,2.0,4.0,4,2,3.5,3.0,1.0,2,2019
69,15.0,2.0,3,2,3.5,1.0,2.0,3,2019
83,79.0,2.0,1,3,3.0,1.0,2.0,3,2019
70,3.0,2.0,4,3,4.0,3.0,2.0,3,2019
84,79.0,1.0,1,3,2.0,1.0,2.0,3,2019
67,1.0,3.0,4,2,3.5,5.0,2.0,4,2019
70,70.0,1.0,1,4,2.0,4.0,2.0,3,2019
65,9.0,2.0,3,3,3.5,2.0,1.0,4,2019
85,79.0,1.0,1,2,2.5,2.0,2.0,4,2019
77,40.0,1.0,1,3,2.0,5.0,1.0,4,2019
75,5.0,1.0,4,3,1.0,1.0,2.0,3,2019
72,1.0,3.0,4,2,2.5,1.0,1.0,4,2019
74,3.0,2.0,4,2,2.0,5.0,1.0,2,2019
69,8.0,1.0,3,4,3.0,1.0,2.0,3,2019
72,17.0,4.0,3,3,3.0,3.0,2.0,3,2019
71,2.0,2.0,4,2,3.0,2.0,1.0,3,2019
69,4.0,2.0,3,2,3.0,2.0,2.0,4,2019
65,40.0,1.0,3,3,2.5,1.0,1.0,4,2019
67,25.0,2.0,3,3,3.0,1.0,2.0,4,2019
70,1.0,2.0,2,3,3.5,1.0,2.0,3,2019
70,3.0,3.0,4,3,2.5,1.0,2.0,4,2019
66,30.0,1.0,3,2,4.0,3.0,2.0,3,2019
69,15.0,1.0,3,4,1.0,3.0,1.0,5,2019
70,40.0,1.0,3,4,1.0,2.0,2.0,1,2019
66,40.0,2.0,3,3,2.5,2.0,1.0,3,2019
72,40.0,1.0,3,2,3.0,1.0,2.0,3,2019
70,50.0,1.0,3,2,3.0,1.0,2.0,3,2019
75,42.0,1.0,3,4,3.0,3.0,2.0,3,2019
72,40.0,3.0,3,2,3.0,1.0,2.0,3,2019
67,35.0,3.0,3,2,3.0,1.0,2.0,3,2019
78,29.0,3.0,3,2,3.0,1.0,2.0,3,2019
73,35.0,2.0,3,3,3.0,1.0,2.0,3,2019
65,35.0,3.0,3,2,3.0,3.0,2.0,3,2019
74,40.0,2.0,3,2,3.0,1.0,2.0,2,2019
74,20.0,3.0,3,2,2.5,2.0,2.0,3,2019
67,10.0,3.0,4,2,3.0,1.0,2.0,3,2019
68,38.0,1.0,3,2,3.0,1.0,2.0,4,2019
66,65.0,1.0,1,3,1.5,3.0,2.0,2,2019
65,35.0,2.0,3,2,2.5,7.0,2.0,2,2019
74,50.0,3.0,3,3,3.0,1.0,2.0,3,2019
71,65.0,5.0,3,2,4.0,1.0,2.0,2,2019
74,45.0,3.0,3,2,3.5,1.0,2.0,4,2019
71,50.0,1.0,3,3,1.5,2.0,2.0,3,2019
77,27.0,1.0,3,3,3.0,4.0,2.0,3,2019
80,20.0,1.0,3,2,3.0,1.0,1.0,4,2019
67,2.0,1.0,3,2,3.0,1.0,2.0,3,2019
78,2.0,3.0,3,3,2.5,4.0,2.0,3,2019
74,43.0,3.0,1,3,1.0,8.0,1.0,2,2019
70,45.0,2.0,3,3,2.5,1.0,2.0,4,2019
77,30.0,1.0,3,3,2.5,3.0,2.0,3,2019
71,44.0,2.0,3,3,2.0,1.0,2.0,3,2019
80,40.0,1.0,3,3,2.0,1.0,2.0,2,2019
79,50.0,1.0,3,3,2.5,1.0,2.0,3,2019
72,30.0,1.0,3,3,2.5,2.0,2.0,3,2019
82,40.0,2.0,3,3,3.0,1.0,2.0,3,2019
66,40.0,2.0,3,3,2.5,4.0,2.0,3,2019
67,35.0,1.0,3,2,3.0,2.0,2.0,3,2019
67,42.0,3.0,3,2,3.0,3.0,2.0,3,2019
75,33.0,3.0,3,2,3.0,1.0,2.0,3,2019
72,3.0,3.0,3,3,3.5,1.0,1.0,3,2019
65,36.0,3.0,3,2,2.5,2.0,2.0,3,2019
78,30.0,1.0,3,3,2.0,1.0,2.0,3,2019
74,40.0,2.0,3,3,2.0,6.0,2.0,3,2019
74,45.0,1.0,3,3,3.0,1.0,2.0,3,2019
67,1.0,1.0,3,2,3.0,1.0,2.0,3,2019
81,45.0,4.0,3,3,3.0,1.0,2.0,3,2019
78,30.0,1.0,3,3,2.5,1.0,1.0,3,2019
68,30.0,2.0,3,3,3.5,1.0,1.0,4,2019
76,45.0,1.0,3,3,2.5,1.0,1.0,3,2019
77,50.0,2.0,3,3,5.0,1.0,1.0,4,2019
80,60.0,1.0,3,3,2.5,2.0,1.0,3,2019
78,33.0,1.0,3,3,4.0,2.0,2.0,3,2019
80,20.0,2.0,3,3,3.0,1.0,2.0,3,2019
70,16.0,2.0,3,3,2.5,3.0,1.0,2,2019
78,20.0,2.0,2,2,3.0,2.0,1.0,2,2019
79,3.0,2.0,4,2,3.5,1.0,2.0,3,2019
79,20.0,2.0,3,2,3.0,1.0,2.0,3,2019
85,20.0,2.0,3,2,3.0,1.0,1.0,3,2019
69,17.0,2.0,3,2,3.5,3.0,1.0,2,2019
65,28.0,1.0,3,3,2.0,8.0,1.0,3,2019
77,35.0,1.0,3,2,2.5,2.0,2.0,2,2019
82,2.0,4.0,4,3,2.5,2.0,2.0,3,2019
78,20.0,1.0,3,3,2.5,1.0,2.0,3,2019
81,14.0,3.0,3,2,4.0,1.0,2.0,3,2019
69,42.0,2.0,3,3,3.0,3.0,2.0,3,2019
71,22.0,2.0,3,2,3.0,2.0,2.0,3,2019
84,30.0,3.0,3,2,5.0,1.0,2.0,4,2019
66,30.0,3.0,3,2,4.0,2.0,1.0,3,2019
66,19.0,1.0,3,2,3.5,1.0,2.0,4,2019
80,45.0,2.0,3,3,2.0,1.0,2.0,3,2019
79,45.0,2.0,3,2,4.0,1.0,2.0,4,2019
76,40.0,1.0,3,3,2.0,2.0,1.0,3,2019
65,40.0,1.0,3,3,2.0,5.0,2.0,2,2019
77,40.0,1.0,3,3,2.0,1.0,2.0,2,2019
65,36.0,2.0,4,2,3.0,8.0,2.0,2,2019
73,2.0,3.0,4,2,3.0,1.0,2.0,5,2019
71,35.0,1.0,3,3,2.5,2.0,2.0,3,2019
79,49.0,2.0,4,2,3.0,1.0,2.0,4,2019
77,14.0,2.0,3,2,3.0,1.0,2.0,4,2019
67,17.0,1.0,4,2,3.5,2.0,2.0,3,2019
79,51.0,3.0,3,2,5.0,1.0,2.0,4,2019
66,43.0,1.0,3,3,4.0,2.0,2.0,3,2019
74,35.0,3.0,4,3,4.0,1.0,2.0,3,2019
71,40.0,1.0,3,4,1.0,4.0,2.0,2,2019
70,48.0,1.0,3,3,2.0,2.0,1.0,3,2019
66,38.0,3.0,3,3,2.0,3.0,2.0,2,2019
70,5.0,1.0,3,2,1.5,1.0,2.0,4,2019
77,33.0,1.0,3,3,1.5,5.0,2.0,5,2019
68,50.0,5.0,3,2,4.0,1.0,1.0,4,2019
71,30.0,3.0,3,2,3.0,1.0,2.0,4,2019
84,50.0,1.0,3,3,3.0,1.0,2.0,4,2019
74,30.0,1.0,3,2,3.5,1.0,2.0,3,2019
69,45.0,3.0,3,3,1.5,2.0,2.0,3,2019
69,45.0,5.0,3,4,3.0,5.0,2.0,3,2019
70,50.0,3.0,3,3,2.0,3.0,2.0,3,2019
81,5.0,4.0,3,3,2.0,2.0,2.0,2,2019
69,1.0,3.0,4,3,2.0,2.0,2.0,4,2019
80,79.0,1.0,1,4,1.5,3.0,1.0,3,2019
75,9.0,2.0,4,2,4.0,3.0,2.0,4,2019
71,10.0,3.0,4,4,1.0,2.0,1.0,3,2019
81,9.0,3.0,4,3,4.0,2.0,2.0,2,2019
70,11.0,3.0,3,3,2.0,4.0,1.0,2,2019
69,35.0,3.0,3,3,1.5,1.0,1.0,4,2019
66,35.0,2.0,3,3,2.0,2.0,1.0,3,2019
66,38.0,2.0,3,4,2.0,3.0,2.0,2,2019
70,45.0,2.0,3,3,3.0,1.0,2.0,4,2019
70,20.0,1.0,3,3,2.5,2.0,2.0,3,2019
77,44.0,2.0,3,3,3.5,1.0,2.0,3,2019
71,40.0,1.0,3,3,2.0,2.0,2.0,2,2019
70,40.0,2.0,3,3,2.5,2.0,2.0,3,2019
65,40.0,2.0,3,3,4.0,1.0,2.0,4,2019
68,5.0,1.0,3,3,4.5,1.0,2.0,3,2019
72,20.0,2.0,3,4,2.0,3.0,2.0,3,2019
81,10.0,4.0,3,3,2.0,3.0,2.0,4,2019
72,17.0,2.0,3,4,2.0,4.0,2.0,4,2019
80,20.0,2.0,3,3,2.5,2.0,2.0,4,2019
85,6.0,5.0,3,3,1.5,2.0,2.0,2,2019
81,9.0,2.0,4,3,3.0,1.0,2.0,3,2019
77,25.0,3.0,3,3,2.5,2.0,2.0,3,2019
66,20.0,1.0,3,3,2.0,6.0,2.0,2,2019
80,8.0,2.0,3,3,2.5,4.0,2.0,3,2019
70,20.0,1.0,3,4,1.5,1.0,2.0,2,2019
65,1.0,2.0,3,3,2.5,1.0,1.0,5,2019
65,5.0,5.0,3,3,2.5,2.0,1.0,3,2019
71,40.0,1.0,3,3,2.0,3.0,2.0,3,2019
83,3.0,3.0,4,2,2.5,1.0,2.0,4,2019
85,20.0,2.0,3,3,3.5,1.0,2.0,4,2019
76,10.0,1.0,4,2,4.0,1.0,2.0,4,2019
65,28.0,1.0,3,4,2.5,8.0,1.0,3,2019
79,19.0,1.0,4,3,3.0,3.0,2.0,3,2019
75,2.0,2.0,3,4,2.0,5.0,1.0,1,2019
72,20.0,2.0,3,3,2.0,6.0,2.0,3,2019
71,23.0,2.0,4,3,3.0,4.0,2.0,3,2019
72,13.0,3.0,3,3,2.5,8.0,2.0,2,2019
77,10.0,1.0,3,3,3.0,3.0,2.0,3,2019
85,27.0,1.0,3,3,2.0,2.0,2.0,2,2019
77,46.0,1.0,3,4,1.0,1.0,2.0,2,2019
83,40.0,1.0,3,4,1.5,3.0,2.0,1,2019
66,25.0,1.0,1,3,1.5,1.0,1.0,2,2019
82,25.0,2.0,4,3,3.0,4.0,1.0,3,2019
67,20.0,3.0,3,3,1.0,1.0,2.0,1,2019
73,18.0,2.0,3,3,2.0,4.0,2.0,2,2019
71,25.0,1.0,4,2,2.5,2.0,2.0,3,2019
69,24.0,1.0,3,4,1.0,4.0,2.0,1,2019
78,15.0,2.0,4,3,2.5,2.0,2.0,3,2019
75,10.0,1.0,3,3,2.0,3.0,1.0,3,2019
65,26.0,2.0,3,4,2.0,4.0,2.0,3,2019
67,7.0,2.0,3,3,2.0,1.0,2.0,3,2019
67,10.0,2.0,3,4,1.0,3.0,2.0,3,2019
67,28.0,2.0,3,4,1.5,3.0,1.0,2,2019
85,25.0,1.0,3,3,1.0,1.0,2.0,2,2019
84,16.0,1.0,3,2,1.5,1.0,2.0,2,2019
76,10.0,1.0,4,3,3.0,2.0,2.0,4,2019
79,2.0,3.0,4,2,2.0,1.0,1.0,3,2019
85,10.0,2.0,3,3,2.0,1.0,2.0,2,2019
82,15.0,2.0,3,3,1.5,1.0,2.0,5,2019
82,5.0,1.0,3,2,3.0,2.0,2.0,4,2019
78,19.0,2.0,3,3,3.5,1.0,2.0,2,2019
85,30.0,4.0,3,2,3.0,2.0,2.0,3,2019
77,1.0,1.0,3,3,2.5,2.0,2.0,3,2019
83,30.0,1.0,3,4,1.0,1.0,2.0,4,2019
65,4.0,2.0,3,3,2.5,2.0,2.0,4,2019
80,2.0,1.0,4,3,2.0,1.0,2.0,4,2019
75,3.0,2.0,4,2,3.0,1.0,2.0,2,2019
65,28.0,2.0,3,3,2.0,5.0,2.0,2,2019
83,25.0,1.0,3,3,3.0,2.0,2.0,3,2019
84,29.0,1.0,3,3,1.5,1.0,2.0,3,2019
65,15.0,1.0,3,3,3.0,2.0,2.0,2,2019
85,20.0,1.0,3,4,1.0,4.0,2.0,3,2019
65,2.0,1.0,3,3,1.0,5.0,2.0,1,2019
67,19.0,1.0,3,2,2.0,8.0,2.0,2,2019
73,1.0,3.0,4,2,2.0,4.0,2.0,3,2019
82,25.0,1.0,3,2,2.0,3.0,1.0,2,2019
85,14.0,3.0,3,3,2.0,2.0,2.0,3,2019
79,5.0,2.0,4,2,2.5,1.0,2.0,3,2019
74,8.0,3.0,3,3,3.0,2.0,2.0,3,2019
69,15.0,2.0,3,4,2.0,5.0,1.0,3,2019
66,13.0,1.0,3,4,1.0,2.0,2.0,1,2019
81,20.0,1.0,3,3,2.5,2.0,2.0,3,2019
77,26.0,2.0,3,4,2.0,3.0,1.0,3,2019
69,10.0,2.0,3,3,2.5,3.0,2.0,3,2019
85,15.0,1.0,3,3,2.0,3.0,2.0,3,2019
82,48.0,1.0,3,4,2.5,4.0,2.0,3,2019
66,15.0,3.0,3,2,3.5,5.0,2.0,3,2019
71,4.0,1.0,4,2,2.5,8.0,1.0,1,2019
74,12.0,2.0,3,3,3.0,2.0,2.0,3,2019
76,10.0,2.0,4,3,2.0,3.0,2.0,3,2019
74,6.0,2.0,3,2,3.0,1.0,2.0,3,2019
77,10.0,3.0,4,1,5.0,1.0,1.0,5,2019
67,6.0,2.0,3,3,2.0,2.0,2.0,3,2019
75,40.0,2.0,3,2,3.0,2.0,2.0,3,2019
66,26.0,2.0,1,4,1.5,1.0,2.0,3,2019
67,17.0,2.0,3,3,2.0,3.0,2.0,2,2019
65,42.0,1.0,3,4,2.5,5.0,2.0,3,2019
68,20.0,2.0,3,3,2.0,8.0,1.0,3,2019
72,5.0,4.0,3,2,1.5,1.0,2.0,4,2019
67,5.0,1.0,3,2,1.0,2.0,2.0,1,2019
85,20.0,2.0,3,3,1.5,4.0,2.0,1,2019
65,24.0,2.0,3,3,2.5,8.0,1.0,3,2019
79,23.0,1.0,3,4,1.5,5.0,2.0,2,2019
75,23.0,2.0,3,2,1.5,8.0,1.0,1,2019
76,20.0,2.0,3,4,2.5,2.0,2.0,2,2019
71,10.0,1.0,3,3,1.0,8.0,1.0,1,2019
73,16.0,1.0,3,2,3.0,6.0,1.0,3,2019
70,24.0,2.0,3,3,1.5,3.0,2.0,3,2019
72,1.0,2.0,4,2,3.5,3.0,2.0,4,2019
76,13.0,3.0,2,3,1.5,2.0,2.0,2,2019
76,23.0,2.0,3,1,1.5,3.0,2.0,3,2019
85,20.0,1.0,1,4,1.0,1.0,2.0,3,2019
79,15.0,2.0,3,3,2.0,2.0,2.0,3,2019
67,23.0,2.0,3,2,3.0,4.0,2.0,3,2019
72,4.0,1.0,3,2,1.5,4.0,2.0,2,2019
79,5.0,1.0,4,2,3.0,1.0,2.0,4,2019
82,10.0,1.0,3,3,2.0,1.0,2.0,3,2019
67,8.0,3.0,4,2,4.5,2.0,2.0,4,2019
83,2.0,1.0,4,3,1.5,4.0,2.0,2,2019
66,13.0,2.0,3,2,4.0,3.0,1.0,4,2019
77,10.0,1.0,3,2,3.0,5.0,2.0,2,2019
67,9.0,1.0,3,3,2.0,2.0,1.0,3,2019
79,10.0,2.0,3,4,2.0,7.0,2.0,3,2019
67,10.0,1.0,3,4,1.5,5.0,2.0,1,2019
76,15.0,2.0,3,3,2.0,8.0,1.0,3,2019
82,17.0,1.0,3,4,2.0,3.0,2.0,3,2019
85,14.0,2.0,3,3,2.0,3.0,2.0,3,2019
81,26.0,2.0,3,3,1.0,5.0,2.0,2,2019
73,14.0,2.0,4,2,2.5,6.0,2.0,2,2019
68,16.0,1.0,3,3,1.0,4.0,2.0,3,2019
72,15.0,5.0,3,4,1.0,8.0,2.0,2,2019
69,13.0,2.0,3,2,2.5,8.0,2.0,3,2019
81,25.0,2.0,3,4,1.0,8.0,2.0,3,2019
80,25.0,1.0,3,4,1.0,6.0,2.0,4,2019
70,15.0,2.0,3,3,1.5,8.0,2.0,2,2019
77,16.0,1.0,3,3,1.5,7.0,2.0,3,2019
79,7.0,3.0,3,3,2.5,1.0,2.0,3,2019
75,25.0,1.0,3,4,1.0,2.0,2.0,1,2019
78,8.0,3.0,4,3,2.0,3.0,2.0,2,2019
74,30.0,1.0,3,3,3.5,1.0,2.0,3,2019
78,10.0,1.0,4,3,2.5,3.0,2.0,2,2019
74,22.0,3.0,4,3,2.5,1.0,2.0,3,2019
81,25.0,1.0,3,4,1.0,1.0,2.0,2,2019
75,15.0,1.0,2,3,2.0,1.0,2.0,4,2019
72,14.0,1.0,1,3,3.0,3.0,1.0,3,2019
74,10.0,1.0,3,3,3.0,2.0,2.0,3,2019
85,10.0,1.0,3,3,3.5,1.0,2.0,4,2019
75,20.0,1.0,4,3,3.0,1.0,2.0,2,2019
